Order ID,SKU,Amount,Qty
404-8286140-4504316,J0230-SKD-M,1146.0,1
408-3345323-2587537,J0230-SKD-M,1112.0,1
402-6278253-0763545,JNE3405-KR-L,399.0,1
404-6416987-9269134,J0230-SKD-M,1112.0,1
405-6063306-5946768,J0230-SKD-M,1112.0,1
404-4083525-3810756,J0230-SKD-M,,0
403-5757641-4749167,J0230-SKD-M,1112.0,1
S02-7832149-5714447,JNE3405-KR-L,,1
403-8975734-1851549,J0230-SKD-M,1112.0,1
402-8052892-6750755,J0230-SKD-M,1112.0,1
402-8852146-6327520,JNE3405-KR-L,399.0,1
408-6221102-8703541,J0230-SKD-M,0.0,1
406-3633666-7225934,J0230-SKD-M,1112.0,1
171-1192913-3571535,JNE3405-KR-L,399.0,1
405-7734277-9161922,J0230-SKD-M,1112.0,1
408-3431715-7390744,J0230-SKD-M,1112.0,1
408-7080998-8561129,J0230-SKD-M,,0
405-1014232-8681154,J0230-SKD-M,1112.0,1
171-8481339-7585947,J0230-SKD-M,1112.0,1
408-5005250-7909929,J0230-SKD-M,0.0,1
407-7126298-5683549,J0230-SKD-M,1112.0,1
407-6816354-1727540,JNE3797-KR-M,725.0,1
405-9685089-4725920,J0230-SKD-M,1112.0,1
407-9302003-9865927,JNE3405-KR-L,380.0,0
402-5393054-4313941,J0230-SKD-M,1112.0,1
408-1012704-3587516,J0230-SKD-M,0.0,1
404-8333880-5592306,J0230-SKD-M,1112.0,1
405-8118634-5207564,J0230-SKD-M,1112.0,1
403-3162072-5303545,JNE3405-KR-L,399.0,1
403-8762917-0913966,JNE3405-KR-L,399.0,1
405-8898896-7565948,J0230-SKD-M,1112.0,1
402-2993858-1767535,JNE3797-KR-L,725.0,1
407-7538267-3485165,JNE3797-KR-L,725.0,1
408-9600915-9973116,J0230-SKD-M,0.0,1
404-7749218-0241135,J0230-SKD-M,1112.0,1
402-5337686-3717138,JNE3405-KR-L,399.0,1
403-2171692-6283568,JNE3405-KR-L,399.0,1
171-0807475-9257169,J0230-SKD-M,1112.0,1
407-1307021-2409927,J0230-SKD-M,,0
406-8858945-5912362,J0230-SKD-M,1112.0,1
171-4882181-2459562,J0230-SKD-M,1112.0,1
171-6068983-2793156,J0230-SKD-M,1112.0,1
403-6732145-1889116,J0230-SKD-M,1112.0,1
402-5318807-8645142,J0230-SKD-M,1112.0,1
408-4472708-7000318,J0230-SKD-M,0.0,1
404-1789234-4409142,JNE3405-KR-L,399.0,1
407-9195013-4949153,JNE3797-KR-L,725.0,1
405-7018024-4711519,JNE3797-KR-M,725.0,1
407-6443249-6738736,JNE3797-KR-S,725.0,1
407-6443249-6738736,JNE3797-KR-M,725.0,1
406-5378543-3201908,J0230-SKD-M,1112.0,1
171-5885440-6989908,J0230-SKD-M,1112.0,1
405-2063335-5889139,J0230-SKD-M,1112.0,1
408-9690942-0238756,J0230-SKD-M,0.0,1
171-8806534-2257141,J0230-SKD-M,1112.0,1
408-5729293-8239513,J0230-SKD-M,1112.0,1
405-7717860-7009961,J0230-SKD-M,1112.0,1
406-8059435-2828355,J0230-SKD-M,1112.0,1
402-4933066-9880339,JNE3797-KR-M,725.0,1
171-6869096-9361952,J0230-SKD-M,1112.0,1
408-1891639-7685940,JNE3797-KR-M,725.0,1
407-5187780-3682723,J0230-SKD-M,1112.0,1
402-5676190-9558726,J0230-SKD-M,1112.0,1
171-9301968-3697166,JNE3797-KR-M,1450.0,2
405-8515620-1525169,J0230-SKD-M,1112.0,1
171-3659600-6972352,J0230-SKD-M,1112.0,1
408-2119098-8380338,J0230-SKD-M,1112.0,1
404-4871890-3970739,JNE3797-KR-M,725.0,1
402-6377514-9548325,J0230-SKD-M,,0
403-7467881-1545909,J0230-SKD-M,1112.0,1
403-0990256-3681136,J0230-SKD-M,1112.0,1
405-8907849-4242744,JNE3797-KR-S,725.0,1
407-5214707-9343565,J0230-SKD-M,1112.0,1
407-2684361-3210738,J0230-SKD-M,1112.0,1
405-9136144-6318763,JNE3797-KR-S,725.0,1
407-8009023-7971564,JNE3405-KR-L,399.0,1
407-7855528-6711553,J0230-SKD-M,1112.0,1
407-9994719-4677933,J0230-SKD-M,1112.0,1
402-8079870-1689933,JNE3405-KR-L,399.0,1
405-8715362-4413150,J0230-SKD-M,1112.0,1
402-8866528-9119545,J0230-SKD-M,1112.0,1
408-4538782-7100333,J0230-SKD-M,1112.0,1
171-5948865-4072341,J0230-SKD-M,1112.0,1
403-9581386-2312357,JNE3405-KR-L,399.0,1
408-9458032-7029126,J0230-SKD-M,0.0,1
408-6448547-3980355,J0230-SKD-M,1112.0,1
171-5314604-2917913,JNE3405-KR-L,399.0,1
407-6480466-9513126,J0230-SKD-M,1112.0,1
404-3475612-7451519,J0230-SKD-M,1112.0,1
408-7960563-7983564,J0230-SKD-M,1112.0,1
408-9690571-4203560,J0230-SKD-M,1112.0,1
402-7548734-3747561,JNE3405-KR-L,399.0,1
406-8698830-4725920,J0230-SKD-M,1112.0,1
406-3048523-7501142,JNE3405-KR-L,399.0,1
407-7142215-4531557,J0230-SKD-M,1112.0,1
405-7499443-1749163,J0230-SKD-M,1112.0,1
404-2947086-7633113,J0230-SKD-M,1112.0,1
406-8218724-8341923,J0230-SKD-M,1112.0,1
405-5084510-9998766,J0230-SKD-M,1112.0,1
S02-3986693-8942048,JNE3405-KR-L,,1
S02-0764737-6642956,JNE3405-KR-L,,1
404-8953390-5569912,J0230-SKD-M,1112.0,1
404-3957034-0619524,J0230-SKD-M,1112.0,1
405-6684935-7264356,JNE3405-KR-L,399.0,1
405-8301359-4145117,J0230-SKD-M,1112.0,1
408-2869713-3884338,JNE3405-KR-L,399.0,1
408-3998385-1954723,J0230-SKD-M,1146.0,1
171-1575281-4740342,J0230-SKD-M,1146.0,1
402-8602839-5188311,JNE3405-KR-L,380.0,0
171-8863526-6860368,JNE3405-KR-L,380.0,0
408-0419643-8398751,JNE3405-KR-L,0.0,1
405-8255012-6908357,JNE3405-KR-L,399.0,1
402-6530889-5866724,J0230-SKD-M,1112.0,1
407-7142737-1970754,JNE3405-KR-L,399.0,1
171-8605507-9264347,JNE3405-KR-L,399.0,1
171-6067265-1358722,JNE3405-KR-L,380.0,0
407-5453822-3675522,JNE3405-KR-L,,0
402-7386563-4832327,JNE3405-KR-L,399.0,1
408-3151765-1275547,J0230-SKD-M,1112.0,1
171-7992465-4397943,JNE3405-KR-L,399.0,1
406-6341332-2086753,J0230-SKD-M,1112.0,1
407-5704857-8530758,JNE3405-KR-L,399.0,1
408-5803658-3858762,JNE3405-KR-L,0.0,1
404-6735215-7033149,JNE3405-KR-L,380.0,0
407-8238216-6270748,J0230-SKD-M,1112.0,1
402-7639968-8485967,JNE3405-KR-L,399.0,1
403-7832160-8205960,JNE3405-KR-L,,0
407-3829871-9513961,J0230-SKD-M,1112.0,1
408-8902735-7423531,J0230-SKD-M,1112.0,1
171-1717472-8134711,J0230-SKD-M,,0
407-0817035-7376326,J0230-SKD-M,1112.0,1
406-6655294-3057141,JNE3405-KR-L,399.0,1
404-1362203-3716347,J0230-SKD-M,2224.0,2
404-9390368-1493927,J0230-SKD-M,2224.0,2
406-2280875-3430745,J0230-SKD-M,1112.0,1
404-0876934-3543501,JNE3405-KR-L,399.0,1
406-1945252-3024302,J0230-SKD-M,1112.0,1
406-6683678-4373165,JNE3405-KR-L,399.0,1
S02-4580054-1369251,JNE3405-KR-L,,1
403-9941676-3046712,J0230-SKD-M,1112.0,1
403-3054477-5137132,J0230-SKD-M,1112.0,1
408-5931086-9506741,J0230-SKD-M,1112.0,1
408-1271743-8917969,J0230-SKD-M,1112.0,1
408-1926205-4048357,JNE3405-KR-L,399.0,1
403-2519508-8449115,JNE3405-KR-L,399.0,1
407-0918280-5373146,J0230-SKD-M,1112.0,1
402-5221608-7592301,JNE3405-KR-L,399.0,1
403-2300073-5017967,J0230-SKD-M,1112.0,1
404-4415916-1470741,JNE3797-KR-L,725.0,1
407-2072078-6759562,JNE3405-KR-L,399.0,1
402-3113132-4309145,JNE3797-KR-L,725.0,1
404-1381634-5873917,J0230-SKD-M,1112.0,1
408-0785471-1652314,JNE3405-KR-L,399.0,1
404-3399313-5864321,J0230-SKD-M,1112.0,1
404-2391787-1837158,JNE3405-KR-L,399.0,1
171-7209342-0804304,J0230-SKD-M,,0
406-2057944-4682716,J0230-SKD-M,1112.0,1
406-8952070-8664344,J0230-SKD-M,,0
406-1813400-4960328,J0230-SKD-M,1112.0,1
403-2953575-2450730,JNE3405-KR-L,399.0,1
402-9487252-9342726,J0230-SKD-M,1112.0,1
408-9787115-3685121,J0230-SKD-M,0.0,1
406-5120925-1093969,JNE3405-KR-L,399.0,1
408-6781785-7187553,J0230-SKD-M,1112.0,1
402-8267270-8086764,J0230-SKD-M,1112.0,1
408-1389828-7365132,JNE3405-KR-L,399.0,1
407-9301772-8027511,JNE3405-KR-L,399.0,1
171-5114464-8085166,JNE3405-KR-L,399.0,1
402-3303074-7940359,JNE3405-KR-L,380.0,0
404-6265634-1845963,J0230-SKD-M,1112.0,1
407-6457336-2594721,J0230-SKD-M,1112.0,1
171-0090452-6097950,JNE3405-KR-L,399.0,1
171-0728081-7122720,JNE3405-KR-L,399.0,1
403-1397201-6025168,JNE3405-KR-L,399.0,1
402-0153205-5801118,JNE3405-KR-L,399.0,1
404-1967061-3604312,JNE3405-KR-L,399.0,1
403-2042214-7753931,JNE3405-KR-L,399.0,1
407-9998155-7789905,J0230-SKD-M,1112.0,1
407-3134541-7802722,JNE3405-KR-L,399.0,1
403-6262398-2945144,JNE3405-KR-L,399.0,1
405-6354110-7049923,JNE3405-KR-L,,0
403-8439041-5105149,JNE3405-KR-L,399.0,1
406-2197473-5307522,J0230-SKD-M,1112.0,1
407-9384387-3701127,JNE3405-KR-L,399.0,1
407-7483734-7207516,JNE3405-KR-L,399.0,1
405-8771507-5760340,J0230-SKD-M,1112.0,1
405-1968857-9890707,J0230-SKD-M,1112.0,1
171-4125547-7127542,JNE3405-KR-L,399.0,1
407-0481581-9337940,JNE3405-KR-L,,0
407-1871444-7732350,J0230-SKD-M,1112.0,1
408-1421658-7673133,JNE3405-KR-L,399.0,1
408-6870637-7593108,JNE3405-KR-L,399.0,1
403-8642810-3277109,JNE3405-KR-L,399.0,1
406-3139805-6281104,J0230-SKD-M,1112.0,1
171-4890367-6253956,JNE3405-KR-L,399.0,1
405-3634494-8760341,J0230-SKD-M,1112.0,1
402-1686055-4515510,JNE3797-KR-L,725.0,1
406-1533467-1147569,JNE3797-KR-L,725.0,1
408-8069872-3257115,J0230-SKD-M,0.0,1
405-5607517-8445940,JNE3405-KR-L,399.0,1
407-9674154-8997112,JNE3405-KR-L,399.0,1
402-2499514-0203566,JNE3405-KR-L,399.0,1
402-1069395-3497959,J0230-SKD-M,1112.0,1
402-9967159-0121162,JNE3405-KR-L,399.0,1
404-5283652-1413114,JNE3797-KR-L,725.0,1
402-0987765-1465126,JNE3797-KR-L,725.0,1
405-0050027-8512367,JNE3797-KR-L,725.0,1
407-4219627-6559562,JNE3797-KR-L,725.0,1
405-6547350-6887569,JNE3797-KR-L,725.0,1
405-3003307-8685901,JNE3797-KR-L,725.0,1
404-2765383-5489153,JNE3405-KR-L,399.0,1
402-0969853-1369102,JNE3797-KR-L,725.0,1
403-7954118-0782700,J0230-SKD-M,1112.0,1
407-7320512-8183551,JNE3797-KR-L,725.0,1
408-0790112-5358760,JNE3405-KR-L,399.0,1
171-2489850-4086760,JNE3797-KR-L,725.0,1
403-4834660-5574731,JNE3405-KR-L,399.0,1
406-6591982-1553107,JNE3797-KR-L,,0
406-3663007-8032333,JNE3797-KR-L,725.0,1
404-4046436-8077900,JNE3405-KR-L,399.0,1
405-1343585-4786752,J0230-SKD-M,1112.0,1
404-6581586-6841925,JNE3405-KR-L,399.0,1
405-3158705-8655557,J0230-SKD-M,,0
407-8505314-8468344,JNE3405-KR-L,399.0,1
407-2190458-5242755,JNE3405-KR-L,399.0,1
408-7186556-0520353,JNE3797-KR-L,725.0,1
404-3964285-3396361,JNE3797-KR-L,725.0,1
171-9685732-0231550,JNE3797-KR-L,725.0,1
402-2852006-5180353,JNE3405-KR-L,399.0,1
404-2579721-2313162,J0230-SKD-M,1112.0,1
408-6688990-0817914,JNE3797-KR-S,725.0,1
408-4757859-3724362,JNE3405-KR-L,399.0,1
408-3894156-2611504,JNE3797-KR-S,,0
407-9798142-5285929,JNE3797-KR-L,725.0,1
408-8770979-3641942,JNE3797-KR-S,,0
171-8454313-0778752,JNE3797-KR-L,725.0,1
405-6530508-9332319,JNE3797-KR-L,725.0,1
402-4195772-5411535,JNE3405-KR-L,399.0,1
407-6879827-1955512,JNE3405-KR-L,399.0,1
407-7852892-8121955,JNE3405-KR-L,399.0,1
403-3905111-2297948,JNE3797-KR-L,725.0,1
408-6523006-8899500,J0230-SKD-M,1112.0,1
171-2919474-1067555,JNE3797-KR-L,725.0,1
406-4481036-2171554,JNE3797-KR-M,725.0,1
405-6299906-8477111,JNE3405-KR-L,399.0,1
408-1219751-4048320,JNE3797-KR-M,,0
402-9091409-4149932,JNE3405-KR-L,399.0,1
402-3300491-2901917,JNE3797-KR-M,725.0,1
406-9801035-3263538,JNE3797-KR-M,725.0,1
404-0361682-0829178,JNE3405-KR-L,,0
406-2365347-2787557,J0230-SKD-M,1112.0,1
408-7244353-1246737,JNE3405-KR-L,399.0,1
171-5415470-7118749,JNE3797-KR-M,725.0,1
407-3158541-6497931,J0230-SKD-M,1112.0,1
404-5104339-7044305,JNE3405-KR-L,399.0,1
405-4947857-8277113,J0230-SKD-M,1112.0,1
171-0280609-6606704,JNE3405-KR-L,399.0,1
408-4831800-6535537,JNE3405-KR-L,399.0,1
408-9845735-9369104,J0230-SKD-M,1112.0,1
405-0868744-7695548,JNE3405-KR-L,399.0,1
402-7214885-7546724,JNE3405-KR-L,399.0,1
406-2926777-0201932,JNE3405-KR-L,399.0,1
408-1834901-0408352,JNE3797-KR-S,725.0,1
405-4449188-2253133,JNE3405-KR-L,399.0,1
407-3423896-7882769,JNE3405-KR-L,399.0,1
407-7625071-3819508,JNE3405-KR-L,,0
171-8632951-7403543,JNE3797-KR-S,771.0,1
171-5074266-9341944,JNE3797-KR-M,771.0,1
407-2069556-0813154,JNE3405-KR-L,399.0,1
171-1233877-8382749,J0230-SKD-M,,0
406-4800889-6721141,JNE3405-KR-L,399.0,1
402-1364128-4821954,J0230-SKD-M,1112.0,1
402-8750274-8349102,J0230-SKD-M,1112.0,1
406-9043621-0136334,JNE3405-KR-L,399.0,1
408-7287820-7849900,JNE3405-KR-L,399.0,1
405-4158142-8342705,JNE3797-KR-S,725.0,1
404-4664657-5509915,JNE3405-KR-L,399.0,1
407-0145530-1976312,JNE3405-KR-L,399.0,1
171-1122180-2197166,J0230-SKD-M,1112.0,1
402-0592963-7749960,JNE3797-KR-S,725.0,1
407-8403096-3336349,JNE3797-KR-M,725.0,1
404-7569598-9661959,JNE3797-KR-M,725.0,1
402-7765746-3011529,JNE3797-KR-S,725.0,1
403-6382070-6090742,JNE3405-KR-L,399.0,1
404-3674184-4957910,JNE3405-KR-L,399.0,1
407-4285125-6116327,JNE3797-KR-L,725.0,1
405-4073622-1467563,JNE3797-KR-S,725.0,1
406-7032138-7578762,JNE3797-KR-L,725.0,1
404-7579911-9313955,JNE3797-KR-L,725.0,1
403-1673868-9702718,JNE3405-KR-L,399.0,1
404-1790396-2127528,J0230-SKD-M,1112.0,1
407-1023374-9472327,JNE3797-KR-M,725.0,1
403-8159860-7652351,J0230-SKD-M,1112.0,1
402-5259073-3737142,J0230-SKD-M,,0
405-4189108-4835509,JNE3797-KR-S,725.0,1
404-9484780-6851538,J0230-SKD-M,1112.0,1
406-0216219-1282720,JNE3405-KR-L,399.0,1
408-9605664-7376336,JNE3405-KR-L,399.0,1
406-5669952-5273109,JNE3405-KR-L,,0
405-7602357-3564356,JNE3405-KR-L,399.0,1
404-8391917-6017935,J0230-SKD-M,1112.0,1
402-8349048-6848314,J0230-SKD-M,1112.0,1
171-4442823-8682743,JNE3405-KR-L,399.0,1
171-1855114-6013134,J0230-SKD-M,1112.0,1
407-9751126-5982755,JNE3405-KR-L,399.0,1
403-4118240-8753908,JNE3797-KR-S,725.0,1
407-3332526-4710733,JNE3405-KR-L,,0
405-8429528-4279546,JNE3405-KR-L,399.0,1
404-6646554-1056318,JNE3405-KR-L,399.0,1
405-2836130-3453940,J0230-SKD-M,1112.0,1
404-7930213-9680335,J0230-SKD-M,1112.0,1
404-6083149-8687564,JNE3405-KR-L,399.0,1
407-1845505-9745153,JNE3405-KR-L,399.0,1
408-7785141-3163533,J0230-SKD-M,1112.0,1
406-0728018-7273161,JNE3405-KR-L,399.0,1
408-3771727-1681145,J0230-SKD-M,1112.0,1
407-5760139-9629909,J0230-SKD-M,1112.0,1
408-5136622-1402703,J0230-SKD-M,0.0,1
406-9538547-4975516,J0230-SKD-M,,0
171-2857435-3482764,JNE3405-KR-L,399.0,1
404-2568004-4301120,JNE3405-KR-L,399.0,1
404-2900165-1687555,JNE3405-KR-L,399.0,1
171-1778986-0019504,JNE3405-KR-L,399.0,1
407-8647686-1968307,J0230-SKD-M,1112.0,1
408-3671923-8520343,J0230-SKD-M,0.0,1
404-3651465-8900301,JNE3405-KR-L,399.0,1
406-0203148-5333923,JNE3797-KR-S,725.0,1
404-9260141-9949117,JNE3797-KR-S,725.0,1
171-9999592-7971547,JNE3797-KR-S,725.0,1
403-4584859-8999523,JNE3797-KR-M,725.0,1
404-6348673-5644316,JNE3797-KR-L,725.0,1
402-4082451-0934754,JNE3797-KR-M,725.0,1
171-8741989-0465159,JNE3797-KR-M,,0
404-4659077-1949126,JNE3405-KR-L,399.0,1
403-3682539-4232364,JNE3797-KR-L,725.0,1
403-8243732-7902727,JNE3405-KR-L,,0
407-1416444-5063524,JNE3797-KR-M,725.0,1
406-0880475-0302739,JNE3797-KR-S,,0
403-7109226-3485952,JNE3797-KR-S,725.0,1
403-9524051-5918755,JNE3797-KR-M,725.0,1
406-6975708-6693916,JNE3797-KR-M,725.0,1
404-6990644-6470763,JNE3405-KR-L,399.0,1
402-5249746-1343501,JNE3797-KR-M,725.0,1
171-3838918-9526702,JNE3797-KR-M,725.0,1
404-1631720-1164352,JNE3405-KR-L,,0
405-3899485-2973140,JNE3797-KR-M,725.0,1
406-6599355-8347515,J0230-SKD-M,1112.0,1
407-2999614-6443566,J0230-SKD-M,1112.0,1
402-7427097-3902701,JNE3405-KR-L,399.0,1
408-1691968-2214754,JNE3405-KR-L,0.0,1
404-9776843-0729937,JNE3405-KR-L,399.0,1
408-8753257-7350758,JNE3405-KR-L,399.0,1
403-7041010-5434746,J0230-SKD-M,1112.0,1
171-5489650-4325106,JNE3405-KR-L,399.0,1
402-9367419-8545115,JNE3405-KR-L,399.0,1
407-5353226-1127529,JNE3405-KR-L,399.0,1
402-0065821-8892351,J0230-SKD-M,1112.0,1
406-5812184-6585142,JNE3405-KR-L,399.0,1
406-5583451-9720350,JNE3405-KR-L,,0
404-0720085-5877964,JNE3405-KR-L,399.0,1
402-2636420-9254748,JNE3405-KR-L,399.0,1
171-8615929-1574729,JNE3405-KR-L,399.0,1
405-1362297-4880320,JNE3405-KR-L,399.0,1
407-3486540-6905126,JNE3405-KR-L,399.0,1
404-8601876-7428357,JNE3405-KR-L,399.0,1
403-0106491-3433938,JNE3405-KR-L,399.0,1
405-3614770-5449966,JNE3405-KR-L,399.0,1
171-7394411-4463538,JNE3405-KR-L,399.0,1
405-4848085-4870763,JNE3405-KR-L,399.0,1
405-9353236-5655530,J0230-SKD-M,1112.0,1
171-3104429-3635504,JNE3405-KR-L,399.0,1
404-7248423-1888355,JNE3405-KR-L,399.0,1
402-9822747-1695509,JNE3797-KR-S,725.0,1
408-2499299-4900311,JNE3405-KR-L,,0
171-6148552-0150769,J0230-SKD-M,1112.0,1
407-7767130-4281167,JNE3405-KR-L,399.0,1
407-8910046-5091542,JNE3405-KR-L,399.0,1
402-2589086-9037118,JNE3405-KR-L,399.0,1
406-0216823-6545905,JNE3405-KR-L,399.0,1
405-5497113-3123502,JNE3405-KR-L,399.0,1
404-1914946-9456343,JNE3405-KR-L,,0
407-6165217-4362725,JNE3405-KR-L,399.0,1
402-8669848-8241935,JNE3405-KR-L,399.0,1
403-0742597-2741165,JNE3405-KR-L,399.0,1
408-8440153-3594713,JNE3405-KR-L,399.0,1
171-0812377-2640321,JNE3405-KR-L,399.0,1
171-1440289-2257118,J0230-SKD-M,1112.0,1
408-0232355-4886745,J0230-SKD-M,1112.0,1
408-7055408-9152358,J0230-SKD-M,,0
404-3894454-3763516,JNE3405-KR-L,399.0,1
407-8340679-1081117,JNE3405-KR-L,399.0,1
171-3518662-9101135,JNE3405-KR-L,399.0,1
404-9943161-9726723,J0230-SKD-M,1112.0,1
408-1327021-0176335,JNE3405-KR-L,399.0,1
402-5444548-3809964,JNE3405-KR-L,399.0,1
171-9569162-1245942,JNE3797-KR-S,725.0,1
402-8366205-2674763,JNE3405-KR-L,,0
171-9749497-7602720,JNE3797-KR-S,725.0,1
171-9603913-5850730,JNE3797-KR-S,725.0,1
402-5896801-0490745,JNE3405-KR-L,399.0,1
407-1897745-3007529,JNE3797-KR-S,725.0,1
171-9180577-9410744,JNE3797-KR-S,,0
404-7868958-9734742,JNE3405-KR-L,399.0,1
408-4573619-9451545,JNE3405-KR-L,0.0,1
171-4422587-6968347,J0230-SKD-M,1112.0,1
171-3141756-4979516,JNE3405-KR-L,399.0,1
405-4748558-1637124,JNE3405-KR-L,399.0,1
408-0629022-3110717,J0230-SKD-M,1112.0,1
403-0837587-2488325,JNE3405-KR-L,399.0,1
403-1728718-6274705,JNE3405-KR-L,,0
406-0906395-7833969,J0230-SKD-M,1112.0,1
408-4945874-5956363,JNE3405-KR-L,399.0,1
402-8370679-9742754,JNE3405-KR-L,399.0,1
171-7532609-3249907,JNE3797-KR-M,2175.0,3
405-0023422-9779521,JNE3405-KR-L,399.0,1
404-2084598-1222746,J0230-SKD-M,1112.0,1
406-1518551-8159546,JNE3797-KR-S,725.0,1
403-2159821-1170706,JNE3405-KR-L,399.0,1
402-1353336-2743504,JNE3405-KR-L,399.0,1
171-6673765-7076331,JNE3797-KR-M,725.0,1
406-8893631-9381900,JNE3797-KR-M,725.0,1
406-3820427-4494718,JNE3797-KR-M,690.48,0
406-7154630-2395553,JNE3797-KR-M,690.48,0
408-4224057-4833140,JNE3797-KR-M,725.0,1
408-4272871-4035530,JNE3405-KR-L,399.0,1
408-6262651-3843511,JNE3405-KR-L,399.0,1
405-3937085-2451562,JNE3405-KR-L,399.0,1
405-9599837-2852345,JNE3405-KR-L,,0
171-7717706-6545917,J0230-SKD-M,1112.0,1
407-4044062-9733110,JNE3405-KR-L,399.0,1
402-8819438-3932319,JNE3797-KR-L,725.0,1
406-5238803-5219519,JNE3405-KR-L,399.0,1
406-2114105-7958754,JNE3797-KR-L,725.0,1
407-3248352-1493163,JNE3405-KR-L,399.0,1
407-1772430-4111519,JNE3797-KR-L,725.0,1
406-0338883-2609101,JNE3405-KR-L,399.0,1
406-7390462-0659540,J0230-SKD-M,1112.0,1
407-7306651-6168364,JNE3797-KR-L,725.0,1
408-4073000-7700301,JNE3797-KR-L,725.0,1
406-3389776-1320316,JNE3405-KR-L,399.0,1
408-0173020-9841974,J0230-SKD-M,1112.0,1
403-0284056-8758775,J0230-SKD-M,1112.0,1
405-7981163-9546728,JNE3797-KR-L,725.0,1
407-1143206-3647550,JNE3405-KR-L,,0
171-8237523-2985129,JNE3405-KR-L,,0
406-8372909-5985955,JNE3405-KR-L,399.0,1
408-1220954-0396302,JNE3797-KR-L,,0
404-6321198-6761163,J0230-SKD-M,1112.0,1
403-2597483-6470752,JNE3405-KR-L,399.0,1
171-5097945-6680331,J0230-SKD-M,1112.0,1
407-0198601-4833109,J0230-SKD-M,1112.0,1
408-3129193-3090751,JNE3405-KR-L,399.0,1
407-1266088-8904337,JNE3405-KR-L,399.0,1
408-9243217-8374734,JNE3405-KR-L,399.0,1
403-5478067-1795525,J0230-SKD-M,1112.0,1
404-7908071-1325166,JNE3797-KR-L,725.0,1
403-8037221-5100317,JNE3797-KR-L,725.0,1
404-2563639-7355528,JNE3797-KR-L,725.0,1
407-5192518-3414764,JNE3405-KR-L,399.0,1
406-8305563-5796338,JNE3405-KR-L,399.0,1
405-0789193-7448329,JNE3405-KR-L,399.0,1
404-9313950-2258728,JNE3405-KR-L,399.0,1
408-0938923-0378717,J0230-SKD-M,1112.0,1
408-3120365-8206757,JNE3797-KR-L,0.0,1
171-4089458-5440324,JNE3405-KR-L,399.0,1
403-5105579-1171548,JNE3405-KR-L,399.0,1
407-3801235-6624318,J0230-SKD-M,1112.0,1
408-7418473-3288342,JNE3797-KR-L,690.48,0
406-2701820-0275526,JNE3405-KR-L,399.0,1
408-3487992-9697117,JNE3405-KR-L,399.0,1
405-2713354-2030715,J0230-SKD-M,1112.0,1
404-6136994-0984314,J0230-SKD-M,1112.0,1
404-3218397-0186706,JNE3405-KR-L,399.0,1
404-0151834-5257107,J0230-SKD-M,1112.0,1
171-2456591-8797914,JNE3405-KR-L,399.0,1
404-7228404-2158745,JNE3405-KR-L,399.0,1
407-6986489-9712301,JNE3405-KR-L,399.0,1
403-6282640-4001940,JNE3797-KR-L,725.0,1
